slot_id,doctor_id,clinic_id,specialty_id,slot_start,slot_end,slot_date,slot_hour,weekday_name,is_available
1250,20,1,5,2025-02-03 10:00:00,2025-02-03 10:30:00,2025-02-03,10,Monday,1
1251,20,1,5,2025-02-03 14:00:00,2025-02-03 14:30:00,2025-02-03,14,Monday,1
1252,20,1,5,2025-02-03 15:00:00,2025-02-03 15:30:00,2025-02-03,15,Monday,1
1253,23,1,6,2025-02-03 11:00:00,2025-02-03 11:30:00,2025-02-03,11,Monday,0
1254,23,1,6,2025-02-03 14:00:00,2025-02-03 14:30:00,2025-02-03,14,Monday,1
1255,23,1,6,2025-02-03 15:00:00,2025-02-03 15:30:00,2025-02-03,15,Monday,1
1256,25,3,6,2025-02-03 08:00:00,2025-02-03 08:30:00,2025-02-03,8,Monday,1
1257,25,3,6,2025-02-03 09:00:00,2025-02-03 09:30:00,2025-02-03,9,Monday,1
1258,25,3,6,2025-02-03 13:00:00,2025-02-03 13:30:00,2025-02-03,13,Monday,1
1259,25,3,6,2025-02-03 15:00:00,2025-02-03 15:30:00,2025-02-03,15,Monday,1
1260,26,4,6,2025-02-03 08:00:00,2025-02-03 08:30:00,2025-02-03,8,Monday,1
1261,26,4,6,2025-02-03 11:00:00,2025-02-03 11:30:00,2025-02-03,11,Monday,1
1262,26,4,6,2025-02-03 14:00:00,2025-02-03 14:30:00,2025-02-03,14,Monday,1
1263,28,2,7,2025-02-03 10:00:00,2025-02-03 10:45:00,2025-02-03,10,Monday,1
1264,28,2,7,2025-02-03 14:00:00,2025-02-03 14:45:00,2025-02-03,14,Monday,1
1265,28,2,7,2025-02-03 15:00:00,2025-02-03 15:45:00,2025-02-03,15,Monday,1
1266,30,3,7,2025-02-03 08:00:00,2025-02-03 08:45:00,2025-02-03,8,Monday,1
1267,30,3,7,2025-02-03 13:00:00,2025-02-03 13:45:00,2025-02-03,13,Monday,1
1268,30,3,7,2025-02-03 14:00:00,2025-02-03 14:45:00,2025-02-03,14,Monday,1
1269,31,1,8,2025-02-03 08:00:00,2025-02-03 08:30:00,2025-02-03,8,Monday,1
1270,31,1,8,2025-02-03 11:00:00,2025-02-03 11:30:00,2025-02-03,11,Monday,1
1271,31,1,8,2025-02-03 15:00:00,2025-02-03 15:30:00,2025-02-03,15,Monday,1
1272,31,1,8,2025-02-03 16:00:00,2025-02-03 16:30:00,2025-02-03,16,Monday,1
1273,33,3,8,2025-02-03 10:00:00,2025-02-03 10:30:00,2025-02-03,10,Monday,1
1274,33,3,8,2025-02-03 11:00:00,2025-02-03 11:30:00,2025-02-03,11,Monday,1
1275,33,3,8,2025-02-03 15:00:00,2025-02-03 15:30:00,2025-02-03,15,Monday,1
1276,1,1,1,2025-02-04 08:00:00,2025-02-04 08:45:00,2025-02-04,8,Tuesday,1
1277,1,1,1,2025-02-04 09:00:00,2025-02-04 09:45:00,2025-02-04,9,Tuesday,1
1278,1,1,1,2025-02-04 13:00:00,2025-02-04 13:45:00,2025-02-04,13,Tuesday,1
1279,1,1,1,2025-02-04 16:00:00,2025-02-04 16:45:00,2025-02-04,16,Tuesday,1
1280,4,3,1,2025-02-04 08:00:00,2025-02-04 08:45:00,2025-02-04,8,Tuesday,1
1281,4,3,1,2025-02-04 11:00:00,2025-02-04 11:45:00,2025-02-04,11,Tuesday,1
1282,4,3,1,2025-02-04 14:00:00,2025-02-04 14:45:00,2025-02-04,14,Tuesday,1
1283,4,3,1,2025-02-04 16:00:00,2025-02-04 16:45:00,2025-02-04,16,Tuesday,1
1284,7,3,2,2025-02-04 09:00:00,2025-02-04 09:45:00,2025-02-04,9,Tuesday,1
1285,7,3,2,2025-02-04 11:00:00,2025-02-04 11:45:00,2025-02-04,11,Tuesday,1
1286,7,3,2,2025-02-04 15:00:00,2025-02-04 15:45:00,2025-02-04,15,Tuesday,1
1287,9,4,2,2025-02-04 09:00:00,2025-02-04 09:45:00,2025-02-04,9,Tuesday,1
1288,9,4,2,2025-02-04 15:00:00,2025-02-04 15:45:00,2025-02-04,15,Tuesday,1
1289,9,4,2,2025-02-04 16:00:00,2025-02-04 16:45:00,2025-02-04,16,Tuesday,1
1290,11,1,3,2025-02-04 08:00:00,2025-02-04 08:30:00,2025-02-04,8,Tuesday,1
1291,11,1,3,2025-02-04 09:00:00,2025-02-04 09:30:00,2025-02-04,9,Tuesday,1
1292,11,1,3,2025-02-04 14:00:00,2025-02-04 14:30:00,2025-02-04,14,Tuesday,1
1293,11,1,3,2025-02-04 15:00:00,2025-02-04 15:30:00,2025-02-04,15,Tuesday,1
1294,16,2,4,2025-02-04 10:00:00,2025-02-04 10:45:00,2025-02-04,10,Tuesday,1
1295,16,2,4,2025-02-04 11:00:00,2025-02-04 11:45:00,2025-02-04,11,Tuesday,1
1296,16,2,4,2025-02-04 15:00:00,2025-02-04 15:45:00,2025-02-04,15,Tuesday,1
1297,16,2,4,2025-02-04 16:00:00,2025-02-04 16:45:00,2025-02-04,16,Tuesday,1
1298,19,4,4,2025-02-04 09:00:00,2025-02-04 09:45:00,2025-02-04,9,Tuesday,1
1299,19,4,4,2025-02-04 14:00:00,2025-02-04 14:45:00,2025-02-04,14,Tuesday,1
1300,19,4,4,2025-02-04 16:00:00,2025-02-04 16:45:00,2025-02-04,16,Tuesday,1
1301,21,2,5,2025-02-04 09:00:00,2025-02-04 09:30:00,2025-02-04,9,Tuesday,1
1302,21,2,5,2025-02-04 11:00:00,2025-02-04 11:30:00,2025-02-04,11,Tuesday,1
1303,21,2,5,2025-02-04 16:00:00,2025-02-04 16:30:00,2025-02-04,16,Tuesday,1
1304,22,4,5,2025-02-04 09:00:00,2025-02-04 09:30:00,2025-02-04,9,Tuesday,1
1305,22,4,5,2025-02-04 10:00:00,2025-02-04 10:30:00,2025-02-04,10,Tuesday,1
1306,22,4,5,2025-02-04 11:00:00,2025-02-04 11:30:00,2025-02-04,11,Tuesday,1
1307,22,4,5,2025-02-04 15:00:00,2025-02-04 15:30:00,2025-02-04,15,Tuesday,1
1308,24,2,6,2025-02-04 08:00:00,2025-02-04 08:30:00,2025-02-04,8,Tuesday,1
1309,24,2,6,2025-02-04 10:00:00,2025-02-04 10:30:00,2025-02-04,10,Tuesday,1
1310,24,2,6,2025-02-04 13:00:00,2025-02-04 13:30:00,2025-02-04,13,Tuesday,1
1311,24,2,6,2025-02-04 16:00:00,2025-02-04 16:30:00,2025-02-04,16,Tuesday,1
1312,26,4,6,2025-02-04 08:00:00,2025-02-04 08:30:00,2025-02-04,8,Tuesday,1
1313,26,4,6,2025-02-04 10:00:00,2025-02-04 10:30:00,2025-02-04,10,Tuesday,1
1314,26,4,6,2025-02-04 15:00:00,2025-02-04 15:30:00,2025-02-04,15,Tuesday,1
1315,26,4,6,2025-02-04 16:00:00,2025-02-04 16:30:00,2025-02-04,16,Tuesday,1
1316,29,3,7,2025-02-04 08:00:00,2025-02-04 08:45:00,2025-02-04,8,Tuesday,1
1317,29,3,7,2025-02-04 10:00:00,2025-02-04 10:45:00,2025-02-04,10,Tuesday,1
1318,29,3,7,2025-02-04 15:00:00,2025-02-04 15:45:00,2025-02-04,15,Tuesday,1
1319,31,1,8,2025-02-04 08:00:00,2025-02-04 08:30:00,2025-02-04,8,Tuesday,1
1320,31,1,8,2025-02-04 14:00:00,2025-02-04 14:30:00,2025-02-04,14,Tuesday,1
1321,31,1,8,2025-02-04 16:00:00,2025-02-04 16:30:00,2025-02-04,16,Tuesday,1
1322,2,2,1,2025-02-05 08:00:00,2025-02-05 08:45:00,2025-02-05,8,Wednesday,1
1323,2,2,1,2025-02-05 11:00:00,2025-02-05 11:45:00,2025-02-05,11,Wednesday,1
1324,2,2,1,2025-02-05 16:00:00,2025-02-05 16:45:00,2025-02-05,16,Wednesday,1
1325,3,3,1,2025-02-05 10:00:00,2025-02-05 10:45:00,2025-02-05,10,Wednesday,1
1326,3,3,1,2025-02-05 13:00:00,2025-02-05 13:45:00,2025-02-05,13,Wednesday,1
1327,3,3,1,2025-02-05 15:00:00,2025-02-05 15:45:00,2025-02-05,15,Wednesday,1
1328,5,1,2,2025-02-05 08:00:00,2025-02-05 08:45:00,2025-02-05,8,Wednesday,1
1329,5,1,2,2025-02-05 09:00:00,2025-02-05 09:45:00,2025-02-05,9,Wednesday,1
1330,5,1,2,2025-02-05 15:00:00,2025-02-05 15:45:00,2025-02-05,15,Wednesday,1
1331,7,3,2,2025-02-05 08:00:00,2025-02-05 08:45:00,2025-02-05,8,Wednesday,1
1332,7,3,2,2025-02-05 09:00:00,2025-02-05 09:45:00,2025-02-05,9,Wednesday,1
1333,7,3,2,2025-02-05 11:00:00,2025-02-05 11:45:00,2025-02-05,11,Wednesday,1
1334,7,3,2,2025-02-05 13:00:00,2025-02-05 13:45:00,2025-02-05,13,Wednesday,1
1335,10,1,3,2025-02-05 09:00:00,2025-02-05 09:30:00,2025-02-05,9,Wednesday,1
1336,10,1,3,2025-02-05 13:00:00,2025-02-05 13:30:00,2025-02-05,13,Wednesday,1
1337,10,1,3,2025-02-05 14:00:00,2025-02-05 14:30:00,2025-02-05,14,Wednesday,1
1338,10,1,3,2025-02-05 16:00:00,2025-02-05 16:30:00,2025-02-05,16,Wednesday,1
1339,13,3,3,2025-02-05 09:00:00,2025-02-05 09:30:00,2025-02-05,9,Wednesday,1
1340,13,3,3,2025-02-05 10:00:00,2025-02-05 10:30:00,2025-02-05,10,Wednesday,1
1341,13,3,3,2025-02-05 11:00:00,2025-02-05 11:30:00,2025-02-05,11,Wednesday,1
1342,13,3,3,2025-02-05 15:00:00,2025-02-05 15:30:00,2025-02-05,15,Wednesday,1
1343,15,1,4,2025-02-05 08:00:00,2025-02-05 08:45:00,2025-02-05,8,Wednesday,1
1344,15,1,4,2025-02-05 09:00:00,2025-02-05 09:45:00,2025-02-05,9,Wednesday,1
1345,15,1,4,2025-02-05 11:00:00,2025-02-05 11:45:00,2025-02-05,11,Wednesday,1
1346,15,1,4,2025-02-05 16:00:00,2025-02-05 16:45:00,2025-02-05,16,Wednesday,1
1347,17,2,4,2025-02-05 08:00:00,2025-02-05 08:45:00,2025-02-05,8,Wednesday,1
1348,17,2,4,2025-02-05 11:00:00,2025-02-05 11:45:00,2025-02-05,11,Wednesday,1
1349,17,2,4,2025-02-05 15:00:00,2025-02-05 15:45:00,2025-02-05,15,Wednesday,1
1350,17,2,4,2025-02-05 16:00:00,2025-02-05 16:45:00,2025-02-05,16,Wednesday,1
1351,20,1,5,2025-02-05 08:00:00,2025-02-05 08:30:00,2025-02-05,8,Wednesday,1
1352,20,1,5,2025-02-05 11:00:00,2025-02-05 11:30:00,2025-02-05,11,Wednesday,1
1353,20,1,5,2025-02-05 16:00:00,2025-02-05 16:30:00,2025-02-05,16,Wednesday,1
1354,22,4,5,2025-02-05 08:00:00,2025-02-05 08:30:00,2025-02-05,8,Wednesday,1
1355,22,4,5,2025-02-05 09:00:00,2025-02-05 09:30:00,2025-02-05,9,Wednesday,1
1356,22,4,5,2025-02-05 16:00:00,2025-02-05 16:30:00,2025-02-05,16,Wednesday,1
1357,25,3,6,2025-02-05 09:00:00,2025-02-05 09:30:00,2025-02-05,9,Wednesday,1
1358,25,3,6,2025-02-05 11:00:00,2025-02-05 11:30:00,2025-02-05,11,Wednesday,1
1359,25,3,6,2025-02-05 14:00:00,2025-02-05 14:30:00,2025-02-05,14,Wednesday,1
1360,25,3,6,2025-02-05 15:00:00,2025-02-05 15:30:00,2025-02-05,15,Wednesday,1
1361,27,4,6,2025-02-05 11:00:00,2025-02-05 11:30:00,2025-02-05,11,Wednesday,1
1362,27,4,6,2025-02-05 13:00:00,2025-02-05 13:30:00,2025-02-05,13,Wednesday,1
1363,27,4,6,2025-02-05 14:00:00,2025-02-05 14:30:00,2025-02-05,14,Wednesday,1
1364,28,2,7,2025-02-05 10:00:00,2025-02-05 10:45:00,2025-02-05,10,Wednesday,1
1365,28,2,7,2025-02-05 11:00:00,2025-02-05 11:45:00,2025-02-05,11,Wednesday,1
1366,28,2,7,2025-02-05 16:00:00,2025-02-05 16:45:00,2025-02-05,16,Wednesday,1
1367,30,3,7,2025-02-05 10:00:00,2025-02-05 10:45:00,2025-02-05,10,Wednesday,1
1368,30,3,7,2025-02-05 11:00:00,2025-02-05 11:45:00,2025-02-05,11,Wednesday,1
1369,30,3,7,2025-02-05 14:00:00,2025-02-05 14:45:00,2025-02-05,14,Wednesday,1
1370,30,3,7,2025-02-05 16:00:00,2025-02-05 16:45:00,2025-02-05,16,Wednesday,1
1371,32,2,8,2025-02-05 14:00:00,2025-02-05 14:30:00,2025-02-05,14,Wednesday,1
1372,32,2,8,2025-02-05 15:00:00,2025-02-05 15:30:00,2025-02-05,15,Wednesday,1
1373,32,2,8,2025-02-05 16:00:00,2025-02-05 16:30:00,2025-02-05,16,Wednesday,1
1374,33,3,8,2025-02-05 11:00:00,2025-02-05 11:30:00,2025-02-05,11,Wednesday,1
1375,33,3,8,2025-02-05 13:00:00,2025-02-05 13:30:00,2025-02-05,13,Wednesday,1
1376,33,3,8,2025-02-05 16:00:00,2025-02-05 16:30:00,2025-02-05,16,Wednesday,1
1377,1,1,1,2025-02-06 09:00:00,2025-02-06 09:45:00,2025-02-06,9,Thursday,1
1378,1,1,1,2025-02-06 10:00:00,2025-02-06 10:45:00,2025-02-06,10,Thursday,1
1379,1,1,1,2025-02-06 11:00:00,2025-02-06 11:45:00,2025-02-06,11,Thursday,1
1380,1,1,1,2025-02-06 14:00:00,2025-02-06 14:45:00,2025-02-06,14,Thursday,1
1381,3,3,1,2025-02-06 08:00:00,2025-02-06 08:45:00,2025-02-06,8,Thursday,1
1382,3,3,1,2025-02-06 10:00:00,2025-02-06 10:45:00,2025-02-06,10,Thursday,1
1383,3,3,1,2025-02-06 14:00:00,2025-02-06 14:45:00,2025-02-06,14,Thursday,1
1384,6,2,2,2025-02-06 09:00:00,2025-02-06 09:45:00,2025-02-06,9,Thursday,1
1385,6,2,2,2025-02-06 10:00:00,2025-02-06 10:45:00,2025-02-06,10,Thursday,1
1386,6,2,2,2025-02-06 11:00:00,2025-02-06 11:45:00,2025-02-06,11,Thursday,1
1387,6,2,2,2025-02-06 16:00:00,2025-02-06 16:45:00,2025-02-06,16,Thursday,1
1388,11,1,3,2025-02-06 08:00:00,2025-02-06 08:30:00,2025-02-06,8,Thursday,1
1389,11,1,3,2025-02-06 11:00:00,2025-02-06 11:30:00,2025-02-06,11,Thursday,1
1390,11,1,3,2025-02-06 14:00:00,2025-02-06 14:30:00,2025-02-06,14,Thursday,1
1391,13,3,3,2025-02-06 08:00:00,2025-02-06 08:30:00,2025-02-06,8,Thursday,1
1392,13,3,3,2025-02-06 10:00:00,2025-02-06 10:30:00,2025-02-06,10,Thursday,1
1393,13,3,3,2025-02-06 15:00:00,2025-02-06 15:30:00,2025-02-06,15,Thursday,1
1394,14,4,3,2025-02-06 08:00:00,2025-02-06 08:30:00,2025-02-06,8,Thursday,1
1395,14,4,3,2025-02-06 13:00:00,2025-02-06 13:30:00,2025-02-06,13,Thursday,1
1396,14,4,3,2025-02-06 15:00:00,2025-02-06 15:30:00,2025-02-06,15,Thursday,1
1397,14,4,3,2025-02-06 16:00:00,2025-02-06 16:30:00,2025-02-06,16,Thursday,1
1398,16,2,4,2025-02-06 09:00:00,2025-02-06 09:45:00,2025-02-06,9,Thursday,1
1399,16,2,4,2025-02-06 10:00:00,2025-02-06 10:45:00,2025-02-06,10,Thursday,1
1400,16,2,4,2025-02-06 11:00:00,2025-02-06 11:45:00,2025-02-06,11,Thursday,1
1401,16,2,4,2025-02-06 16:00:00,2025-02-06 16:45:00,2025-02-06,16,Thursday,1
1402,18,3,4,2025-02-06 08:00:00,2025-02-06 08:45:00,2025-02-06,8,Thursday,1
1403,18,3,4,2025-02-06 10:00:00,2025-02-06 10:45:00,2025-02-06,10,Thursday,1
1404,18,3,4,2025-02-06 13:00:00,2025-02-06 13:45:00,2025-02-06,13,Thursday,1
1405,18,3,4,2025-02-06 15:00:00,2025-02-06 15:45:00,2025-02-06,15,Thursday,1
1406,21,2,5,2025-02-06 09:00:00,2025-02-06 09:30:00,2025-02-06,9,Thursday,1
1407,21,2,5,2025-02-06 10:00:00,2025-02-06 10:30:00,2025-02-06,10,Thursday,1
1408,21,2,5,2025-02-06 15:00:00,2025-02-06 15:30:00,2025-02-06,15,Thursday,1
1409,21,2,5,2025-02-06 16:00:00,2025-02-06 16:30:00,2025-02-06,16,Thursday,1
1410,23,1,6,2025-02-06 09:00:00,2025-02-06 09:30:00,2025-02-06,9,Thursday,1
1411,23,1,6,2025-02-06 11:00:00,2025-02-06 11:30:00,2025-02-06,11,Thursday,1
1412,23,1,6,2025-02-06 13:00:00,2025-02-06 13:30:00,2025-02-06,13,Thursday,1
1413,23,1,6,2025-02-06 15:00:00,2025-02-06 15:30:00,2025-02-06,15,Thursday,1
1414,26,4,6,2025-02-06 09:00:00,2025-02-06 09:30:00,2025-02-06,9,Thursday,1
1415,26,4,6,2025-02-06 10:00:00,2025-02-06 10:30:00,2025-02-06,10,Thursday,1
1416,26,4,6,2025-02-06 11:00:00,2025-02-06 11:30:00,2025-02-06,11,Thursday,1
1417,26,4,6,2025-02-06 13:00:00,2025-02-06 13:30:00,2025-02-06,13,Thursday,1
1418,31,1,8,2025-02-06 08:00:00,2025-02-06 08:30:00,2025-02-06,8,Thursday,1
1419,31,1,8,2025-02-06 09:00:00,2025-02-06 09:30:00,2025-02-06,9,Thursday,1
1420,31,1,8,2025-02-06 15:00:00,2025-02-06 15:30:00,2025-02-06,15,Thursday,1
1421,31,1,8,2025-02-06 16:00:00,2025-02-06 16:30:00,2025-02-06,16,Thursday,1
1422,2,2,1,2025-02-07 09:00:00,2025-02-07 09:45:00,2025-02-07,9,Friday,1
1423,2,2,1,2025-02-07 10:00:00,2025-02-07 10:45:00,2025-02-07,10,Friday,1
1424,2,2,1,2025-02-07 16:00:00,2025-02-07 16:45:00,2025-02-07,16,Friday,1
1425,4,3,1,2025-02-07 11:00:00,2025-02-07 11:45:00,2025-02-07,11,Friday,1
1426,4,3,1,2025-02-07 14:00:00,2025-02-07 14:45:00,2025-02-07,14,Friday,1
1427,4,3,1,2025-02-07 15:00:00,2025-02-07 15:45:00,2025-02-07,15,Friday,1
1428,7,3,2,2025-02-07 10:00:00,2025-02-07 10:45:00,2025-02-07,10,Friday,1
1429,7,3,2,2025-02-07 14:00:00,2025-02-07 14:45:00,2025-02-07,14,Friday,1
1430,7,3,2,2025-02-07 15:00:00,2025-02-07 15:45:00,2025-02-07,15,Friday,1
1431,7,3,2,2025-02-07 16:00:00,2025-02-07 16:45:00,2025-02-07,16,Friday,1
1432,9,4,2,2025-02-07 08:00:00,2025-02-07 08:45:00,2025-02-07,8,Friday,1
1433,9,4,2,2025-02-07 14:00:00,2025-02-07 14:45:00,2025-02-07,14,Friday,1
1434,9,4,2,2025-02-07 15:00:00,2025-02-07 15:45:00,2025-02-07,15,Friday,1
1435,9,4,2,2025-02-07 16:00:00,2025-02-07 16:45:00,2025-02-07,16,Friday,1
1436,10,1,3,2025-02-07 13:00:00,2025-02-07 13:30:00,2025-02-07,13,Friday,1
1437,10,1,3,2025-02-07 14:00:00,2025-02-07 14:30:00,2025-02-07,14,Friday,1
1438,10,1,3,2025-02-07 15:00:00,2025-02-07 15:30:00,2025-02-07,15,Friday,1
1439,12,2,3,2025-02-07 10:00:00,2025-02-07 10:30:00,2025-02-07,10,Friday,1
1440,12,2,3,2025-02-07 14:00:00,2025-02-07 14:30:00,2025-02-07,14,Friday,1
1441,12,2,3,2025-02-07 15:00:00,2025-02-07 15:30:00,2025-02-07,15,Friday,1
1442,14,4,3,2025-02-07 08:00:00,2025-02-07 08:30:00,2025-02-07,8,Friday,1
1443,14,4,3,2025-02-07 09:00:00,2025-02-07 09:30:00,2025-02-07,9,Friday,1
1444,14,4,3,2025-02-07 11:00:00,2025-02-07 11:30:00,2025-02-07,11,Friday,1
1445,14,4,3,2025-02-07 14:00:00,2025-02-07 14:30:00,2025-02-07,14,Friday,1
1446,15,1,4,2025-02-07 11:00:00,2025-02-07 11:45:00,2025-02-07,11,Friday,1
1447,15,1,4,2025-02-07 13:00:00,2025-02-07 13:45:00,2025-02-07,13,Friday,1
1448,15,1,4,2025-02-07 14:00:00,2025-02-07 14:45:00,2025-02-07,14,Friday,1
1449,15,1,4,2025-02-07 16:00:00,2025-02-07 16:45:00,2025-02-07,16,Friday,1
1450,17,2,4,2025-02-07 10:00:00,2025-02-07 10:45:00,2025-02-07,10,Friday,1
1451,17,2,4,2025-02-07 11:00:00,2025-02-07 11:45:00,2025-02-07,11,Friday,1
1452,17,2,4,2025-02-07 13:00:00,2025-02-07 13:45:00,2025-02-07,13,Friday,1
1453,17,2,4,2025-02-07 16:00:00,2025-02-07 16:45:00,2025-02-07,16,Friday,1
1454,19,4,4,2025-02-07 11:00:00,2025-02-07 11:45:00,2025-02-07,11,Friday,1
1455,19,4,4,2025-02-07 13:00:00,2025-02-07 13:45:00,2025-02-07,13,Friday,1
1456,19,4,4,2025-02-07 14:00:00,2025-02-07 14:45:00,2025-02-07,14,Friday,1
1457,19,4,4,2025-02-07 15:00:00,2025-02-07 15:45:00,2025-02-07,15,Friday,1
1458,20,1,5,2025-02-07 09:00:00,2025-02-07 09:30:00,2025-02-07,9,Friday,1
1459,20,1,5,2025-02-07 10:00:00,2025-02-07 10:30:00,2025-02-07,10,Friday,1
1460,20,1,5,2025-02-07 13:00:00,2025-02-07 13:30:00,2025-02-07,13,Friday,1
1461,22,4,5,2025-02-07 11:00:00,2025-02-07 11:30:00,2025-02-07,11,Friday,1
1462,22,4,5,2025-02-07 14:00:00,2025-02-07 14:30:00,2025-02-07,14,Friday,1
1463,22,4,5,2025-02-07 15:00:00,2025-02-07 15:30:00,2025-02-07,15,Friday,1
1464,24,2,6,2025-02-07 10:00:00,2025-02-07 10:30:00,2025-02-07,10,Friday,1
1465,24,2,6,2025-02-07 14:00:00,2025-02-07 14:30:00,2025-02-07,14,Friday,1
1466,24,2,6,2025-02-07 15:00:00,2025-02-07 15:30:00,2025-02-07,15,Friday,1
1467,24,2,6,2025-02-07 16:00:00,2025-02-07 16:30:00,2025-02-07,16,Friday,1
1468,25,3,6,2025-02-07 08:00:00,2025-02-07 08:30:00,2025-02-07,8,Friday,1
1469,25,3,6,2025-02-07 10:00:00,2025-02-07 10:30:00,2025-02-07,10,Friday,1
1470,25,3,6,2025-02-07 11:00:00,2025-02-07 11:30:00,2025-02-07,11,Friday,1
1471,25,3,6,2025-02-07 14:00:00,2025-02-07 14:30:00,2025-02-07,14,Friday,1
1472,29,3,7,2025-02-07 09:00:00,2025-02-07 09:45:00,2025-02-07,9,Friday,1
1473,29,3,7,2025-02-07 10:00:00,2025-02-07 10:45:00,2025-02-07,10,Friday,1
1474,29,3,7,2025-02-07 11:00:00,2025-02-07 11:45:00,2025-02-07,11,Friday,1
1475,32,2,8,2025-02-07 08:00:00,2025-02-07 08:30:00,2025-02-07,8,Friday,1
1476,32,2,8,2025-02-07 13:00:00,2025-02-07 13:30:00,2025-02-07,13,Friday,1
1477,32,2,8,2025-02-07 15:00:00,2025-02-07 15:30:00,2025-02-07,15,Friday,1
1478,3,3,1,2025-02-10 09:00:00,2025-02-10 09:45:00,2025-02-10,9,Monday,1
1479,3,3,1,2025-02-10 11:00:00,2025-02-10 11:45:00,2025-02-10,11,Monday,1
1480,3,3,1,2025-02-10 14:00:00,2025-02-10 14:45:00,2025-02-10,14,Monday,0
1481,5,1,2,2025-02-10 08:00:00,2025-02-10 08:45:00,2025-02-10,8,Monday,1
1482,5,1,2,2025-02-10 14:00:00,2025-02-10 14:45:00,2025-02-10,14,Monday,1
1483,5,1,2,2025-02-10 15:00:00,2025-02-10 15:45:00,2025-02-10,15,Monday,1
1484,5,1,2,2025-02-10 16:00:00,2025-02-10 16:45:00,2025-02-10,16,Monday,1
1485,6,2,2,2025-02-10 08:00:00,2025-02-10 08:45:00,2025-02-10,8,Monday,1
1486,6,2,2,2025-02-10 11:00:00,2025-02-10 11:45:00,2025-02-10,11,Monday,1
1487,6,2,2,2025-02-10 13:00:00,2025-02-10 13:45:00,2025-02-10,13,Monday,1
1488,6,2,2,2025-02-10 16:00:00,2025-02-10 16:45:00,2025-02-10,16,Monday,1
1489,8,3,2,2025-02-10 09:00:00,2025-02-10 09:45:00,2025-02-10,9,Monday,1
1490,8,3,2,2025-02-10 10:00:00,2025-02-10 10:45:00,2025-02-10,10,Monday,1
1491,8,3,2,2025-02-10 14:00:00,2025-02-10 14:45:00,2025-02-10,14,Monday,1
1492,10,1,3,2025-02-10 08:00:00,2025-02-10 08:30:00,2025-02-10,8,Monday,1
1493,10,1,3,2025-02-10 09:00:00,2025-02-10 09:30:00,2025-02-10,9,Monday,1
1494,10,1,3,2025-02-10 14:00:00,2025-02-10 14:30:00,2025-02-10,14,Monday,1
1495,11,1,3,2025-02-10 08:00:00,2025-02-10 08:30:00,2025-02-10,8,Monday,1
1496,11,1,3,2025-02-10 10:00:00,2025-02-10 10:30:00,2025-02-10,10,Monday,0
1497,11,1,3,2025-02-10 14:00:00,2025-02-10 14:30:00,2025-02-10,14,Monday,1
1498,13,3,3,2025-02-10 08:00:00,2025-02-10 08:30:00,2025-02-10,8,Monday,1
1499,13,3,3,2025-02-10 10:00:00,2025-02-10 10:30:00,2025-02-10,10,Monday,1
1500,13,3,3,2025-02-10 16:00:00,2025-02-10 16:30:00,2025-02-10,16,Monday,1
1501,15,1,4,2025-02-10 08:00:00,2025-02-10 08:45:00,2025-02-10,8,Monday,1
1502,15,1,4,2025-02-10 10:00:00,2025-02-10 10:45:00,2025-02-10,10,Monday,1
1503,15,1,4,2025-02-10 13:00:00,2025-02-10 13:45:00,2025-02-10,13,Monday,1
1504,15,1,4,2025-02-10 16:00:00,2025-02-10 16:45:00,2025-02-10,16,Monday,1
1505,16,2,4,2025-02-10 08:00:00,2025-02-10 08:45:00,2025-02-10,8,Monday,1
1506,16,2,4,2025-02-10 11:00:00,2025-02-10 11:45:00,2025-02-10,11,Monday,1
1507,16,2,4,2025-02-10 13:00:00,2025-02-10 13:45:00,2025-02-10,13,Monday,1
1508,16,2,4,2025-02-10 15:00:00,2025-02-10 15:45:00,2025-02-10,15,Monday,1
1509,18,3,4,2025-02-10 09:00:00,2025-02-10 09:45:00,2025-02-10,9,Monday,1
1510,18,3,4,2025-02-10 13:00:00,2025-02-10 13:45:00,2025-02-10,13,Monday,1
1511,18,3,4,2025-02-10 14:00:00,2025-02-10 14:45:00,2025-02-10,14,Monday,1
1512,18,3,4,2025-02-10 16:00:00,2025-02-10 16:45:00,2025-02-10,16,Monday,1
1513,20,1,5,2025-02-10 10:00:00,2025-02-10 10:30:00,2025-02-10,10,Monday,1
1514,20,1,5,2025-02-10 11:00:00,2025-02-10 11:30:00,2025-02-10,11,Monday,1
1515,20,1,5,2025-02-10 14:00:00,2025-02-10 14:30:00,2025-02-10,14,Monday,1
1516,20,1,5,2025-02-10 15:00:00,2025-02-10 15:30:00,2025-02-10,15,Monday,1
1517,23,1,6,2025-02-10 14:00:00,2025-02-10 14:30:00,2025-02-10,14,Monday,1
1518,23,1,6,2025-02-10 15:00:00,2025-02-10 15:30:00,2025-02-10,15,Monday,1
1519,23,1,6,2025-02-10 16:00:00,2025-02-10 16:30:00,2025-02-10,16,Monday,1
1520,25,3,6,2025-02-10 11:00:00,2025-02-10 11:30:00,2025-02-10,11,Monday,1
1521,25,3,6,2025-02-10 14:00:00,2025-02-10 14:30:00,2025-02-10,14,Monday,1
1522,25,3,6,2025-02-10 15:00:00,2025-02-10 15:30:00,2025-02-10,15,Monday,1
